;; -*- coding: utf-8 -*--
a-kui-na 阿奎那
zhong-hua-ren-min-gong-he-guo-xian-fa-xiu-zheng-an 中华人民共和国宪法修正案
zhong-ji-fa-yuan 中级法院
zhong-ji-ren-min-fa-yuan 中级人民法院
zhong-jie-he-tong 中介合同
zhong-jue-wei-sui 中绝未遂
zhong-lei-wu 种类物
zhong-liao-wei-sui 终了未遂
zhong-qi 终期
zhong-qian 中签
zhong-shi-lv-xing-xian-fa-he-fa-lv-fu-yu-de-zhi-ze 忠实履行宪法和法律赋予的职责
zhong-shi-yi-wu 忠实义务
zhong-wai-he-zi-jing-ying-qi-ye-fa 中外合资经营企业法
zhong-wai-he-zi-qi-ye 中外合资企业
zhong-wai-he-zuo-jing-ying-qi-ye 中外合作经营企业
zhong-wai-he-zuo-jing-ying-qi-ye-fa 中外合作经营企业法
zhong-wai-he-zuo-qi-ye 中外合作企业
zhong-yang-jun-shi-wei-yuan-hui 中央军事委员会
zhong-zhi-de-jiao-suo 中止的教唆
zhong-zhi-he-tong 终止合同
zhong-zhi-lv-xing 中止履行
zhong-zhi-sheng-xiao-shi-jian 终止生效时间
zhong-zhi-zhi-xing 中止执行
zhong-zui 重罪
zhong-zuo 重作
zhou-han-min 周汉民
zhou-lin-bin 周林彬
zhou-mi 周密
zhou-qi-ren 周其仁
zhou-wang-sheng 周旺生
zhu-bian 主编
zhu-ce-shang-biao 注册商标
zhu-ce-shang-biao-zhuan-yong-quan 注册商标专用权
zhu-ce-zi-ben 注册资本
zhu-ce-zi-jin-de-dan-bao 注册资金的担保
zhu-cong-he-tong 主从合同
zhu-fa 助法
zhu-fan 主犯
zhu-guan 主管
zhu-guan-gui-zui 主观归罪
zhu-guan-guo-cuo 主观过错
zhu-he-tong 主合同
zhu-li-shen-pan-yuan 助理审判员
zhu-quan-li 主权利
zhu-shen-fa-guan 主审法官
zhu-shen-ren 主审人
zhu-shen-yuan 助审员
zhu-su-li 朱苏力
zhu-suo 住所
zhu-suo-de-bian-geng 住所的变更
zhu-suo-sou-cha 住所搜查
zhu-ti 主体
zhu-ti-bu-fu 主体不符
zhu-ti-bu-tong 主体不同
zhu-ti-qing-qiu 主体请求
zhu-ti-shi-yong 主体适用
zhu-ti-zi-ge 主体资格
zhu-wei-yi 朱伟一
zhu-wu 主物
zhu-wu-quan 主物权
zhu-xiao 注销
zhu-xiao-deng-ji 注销登记
zhu-xiao-hu-kou 注销户口
zhu-xing 主刑
zhu-xing-wei 主行为
zhu-xue-qin 朱学勤
zhu-yao-biao-zhi 主要标志
zhu-yao-qu-bie 主要区别
zhu-yao-tiao-kuan 主要条款
zhu-yao-ze-ren 主要责任
zhu-yi-yi-wu 注意义务
zhu-zhai-wu-ren 主债务人
zhu-zhang-shuang-bei-suo-pei 主张双倍索赔
zhu-zuo-quan 著作权
zhu-zuo-quan-de-ji-cheng 著作权的继承
zhu-zuo-quan-fa 著作权法
zhu-zuo-quan-guo-ji-gong-yue 著作权国际公约
zhu-zuo-quan-ji-ti-guan-li-zu-zhi 著作权集体管理组织
zhu-zuo-quan-ren 著作权人
zhu-zuo-quan-shi-yong-fei 著作权使用费
zhu-zuo-quan-yu-shang-biao-quan-de-guan-xi 著作权与商标权的关系
zhu-zuo-ren-ge-quan 著作人格权
zhuan-bao 转包
zhuan-cheng-ze-ren 转承责任
zhuan-dai-li 转代理
zhuan-gu-xie-yi 转股协议
zhuan-jia-yi-jian 专家意见
zhuan-li 专利
zhuan-li-bao-hu-fan-wei 专利保护范围
zhuan-li-dai-li 专利代理
zhuan-li-dai-li-fei 专利代理费
zhuan-li-du-li-quan-li-yao-qiu 专利独立权利要求
zhuan-li-fa 专利法
zhuan-li-fu-shen 专利复审
zhuan-li-fu-shen-wei-yuan-hui 专利复审委员会
zhuan-li-ji-shu 专利技术
zhuan-li-nian-fei 专利年费
zhuan-li-qin-quan 专利侵权
zhuan-li-quan 专利权
zhuan-li-quan-li-yao-qiu 专利权利要求
zhuan-li-quan-zhong-zhi 专利权终止
zhuan-li-quan-zhuan-rang 专利权转让
zhuan-li-shen-qing-fei 专利申请费
zhuan-li-shen-qing-quan 专利申请权
zhuan-li-shen-qing-quan-ren 专利申请权人
zhuan-li-shen-qing-quan-zhuan-rang 专利申请权转让
zhuan-li-shen-qing-ren 专利申请人
zhuan-li-shen-qing-ri 专利申请日
zhuan-li-shi-shi-xu-ke-he-tong 专利实施许可合同
zhuan-li-shuo-ming-shu 专利说明书
zhuan-li-zhong-zhi 专利终止
zhuan-mai 专卖
zhuan-men-guan-xia 专门管辖
zhuan-rang-bei-shu 转让背书
zhuan-rang-he-tong 转让合同
zhuan-shu-jing-ji-qu-he-da-lu-jia-fa 专属经济区和大陆架法
zhuan-wei-tuo 转委托
zhuan-xiang-dai-kuan 专项贷款
zhuan-yi-shuo 转移说
zhuan-you-biao-yan-quan 专有表演权
zhuan-you-chu-ban-fa-xing-quan 专有出版发行权
zhuan-you-chu-ban-quan 专有出版权
zhuan-you-ji-shu-mi-mi 专有技术秘密
zhuan-you-shi-yong-quan 专有使用权
zhuan-zai 转载
zhuan-zhang 转帐
zhuan-zhang-zhi-piao 转帐支票
zhuan-zhi 转致
zhuan-zu 转租
zhuan-zu-ren 转租人
zhuang-huo 装货
zhuang-huo-sun-hai 装货损害
zhuang-huo-yi-wu 装货义务
zhuang-tai-fan 状态犯
zhuang-xie-fei-yong 装卸费用
zhuang-xie-qi-jian 装卸期间
zhui-chang 追偿
zhui-ji-cuo-shi 追缉措施
zhui-ji-quan 追及权
zhui-ji-xiao-li 追及效力
zhui-jia 追加
zhui-jia-bei-gao 追加被告
zhui-ren 追认
zhui-su 追诉
zhui-su-shi-xiao 追诉时效
zhui-suo-quan 追索权
zhun-bei-fan-zui-gong-ju 准备犯罪工具
zhun-bei-jiu-xu-tong-zhi-shu 准备就绪通知书
zhun-di-ya-quan 准抵押权
zhun-gong-you 准共有
zhun-he-huo-ren 准合伙人
zhun-ju-fa 准据法
zhun-qiang-jie-zui 准抢劫罪
zhun-yong 准用
zhun-zhan-you 准占有
zhuo-shou 着手
zhuo-shou-ke-guan-shuo 着手客观说
zhuo-shou-wei-sui 着手未遂
zhuo-shou-zhe-zhong-shuo 着手折衷说
zhuo-shou-zhong-zhi 着手中止
zhuo-shou-zhu-guan-shuo 着手主观说
zhuo-ze-yuan 卓泽渊
zi-ben 资本
zi-ben-zhu-yi 资本主义
zi-chan-fu-zhai-biao 资产负债表
zi-chan-ping-gu 资产评估
zi-chan-yi-jiao 资产移交
zi-di-zui 资敌罪
zi-dong-chu-kou-xian-zhi 自动出口限制
zi-fu-ying-kui 自负盈亏
zi-gong-si 子公司
zi-he-gong-si 资合公司
zi-ji-dai-li 自己代理
zi-jin 资金
zi-li-an-you-de-zhong-xin 自立案由的中心
zi-li-jiu-ji 自力救济
zi-liu-shan 自留山
zi-ran-fa 自然法
zi-ran-fa-xue 自然法学
zi-ran-fa-xue-pai 自然法学派
zi-ran-fan 自然犯
zi-ran-ren 自然人
zi-ran-si-wang 自然死亡
zi-ran-xue-qin 自然血亲
zi-ran-zheng-yi-yuan-ze 自然正义原则
zi-ran-zi-yuan 自然资源
zi-ran-zi-yuan-guo-jia-suo-you-quan 自然资源国家所有权
zi-shi-bu-neng 自始不能
zi-shou 自首
zi-shou-fan 自手犯
zi-shu-yi-zhu 自书遗嘱
zi-su 自诉
zi-su-an-jian 自诉案件
zi-su-ren 自诉人
zi-wei-xing-wei 自卫行为
zi-wu-quan 自物权
zi-xi 孳息
zi-xing-hui-bi 自行回避
zi-yi-xin-tuo 自益信托
zi-you 自由
zi-you-fa-xue 自由法学
zi-you-hun 自由婚
zi-you-zhu-yi 自由主义
zi-yuan-bao-xian 自愿保险
zi-yuan-shui 资源税
zi-zhi-chan-ren 自治产人
zi-zhi-tiao-li 自治条例
zi-zhu-xing-wei 自助行为
zong-he-fa-xue 综合法学
zong-he-fa-xue-pai 综合法学派
zong-he-xian 综合险
zong-huo-zui 纵火罪
zong-jiao 宗教
zong-jiao-xin-yang-zi-you 宗教信仰自由
zou-si-zui 走私罪
zu-chuan-he-tong 租船合同
zu-e-bao-jia 足额保价
zu-he-shang-biao 组合商标
zu-he-zhuan-li 组合专利
zu-jin 租金
zu-lin 租赁
zu-lin-wu-de-liu-gou 租赁物的留购
zu-zhi-fan 组织犯
zu-zhi-ta-ren-tou-yue-guo-bian-jing-zui 组织他人偷越国边境罪
zu-zhi-yue-yu-zui 组织越狱罪
zui-di-fa-ding-xing 最低法定刑
zui-di-xian-jia 最低限价
zui-fan 罪犯
zui-gao-cheng-xin-yuan-ze 最高诚信原则
zui-gao-e-dan-bao 最高额担保
zui-gao-e-di-ya 最高额抵押
zui-gao-fa-ding-xing 最高法定刑
zui-gao-jian 最高检
zui-gao-ren-min-fa-yuan 最高人民法院
zui-gao-ren-min-jian-cha-yuan 最高人民检察院
zui-guo 罪过
zui-hou-bu-he-fa-hang-ci 最后不合法航次
zui-hou-he-fa-hang-ci 最后合法航次
zui-hui-guo-dai-yu 最惠国待遇
zui-mi-qie-lian-xi-yuan-ze 最密切联系原则
zui-xing-fa-ding 罪行法定
zuo-fei 作废
zuo-pin-pai-mai 作品拍卖
zuo-pin-zai-ti 作品载体
zuo-pin-zeng-yu 作品赠与
zuo-wei-fan-zui 作为犯罪
zuo-wei-min 左卫民
zuo-wei-yi-wu 作为义务
zuo-wei-zheng-ju-shi-yong 作为证据使用
