;; -*- coding: utf-8 -*--
a-li-tong 阿里通
she-shi-zhu-ti 设施主体
she-xian-fang-shi 设陷方式
she-xiang-guan 摄像管
she-xiang-ji 摄像机
she-xiang-ji-biao-ding 摄像机标定
she-xing-xing-zhu-bian-hao 蛇形行主编号
she-zhi 设置
shen-ceng-ge 深层格
shen-cha 审查
shen-du-an-shi 深度暗示
shen-du-huan-cun 深度缓存
shen-du-ji-suan 深度计算
shen-du-tu 深度图
shen-du-you-xian-fen-xi 深度优先分析
shen-du-you-xian-sou-suo 深度优先搜索
shen-fen 身份
shen-fen-yan-zheng 身份验证
shen-gao-ji-yu-yan 甚高级语言
shen-ji 审计
shen-ji-gen-zong 审计跟踪
shen-ji-wei-ji 审计尾迹
shen-jing-ji-suan 神经计算
shen-jing-ji-suan-ji 神经计算机
shen-jing-mo-hu-zhu-ti 神经模糊主体
shen-jing-wang-luo 神经网络
shen-jing-wang-luo-mo-xing 神经网络模型
shen-jing-yuan 神经元
shen-jing-yuan-fang-zhen 神经元仿真
shen-jing-yuan-han-shu 神经元函数
shen-jing-yuan-mo-xing 神经元模型
shen-jing-yuan-wang-luo 神经元网络
shen-jing-zhuan-jia-xi-tong 神经专家系统
shen-qing-ling-pai-zhen 申请令牌帧
shen-qing-quan-biao-zhen 申请权标帧
shen-qing-zhan 申请栈
shen-ru-ce-shi 渗入测试
shen-shu-xing-yu-yan 申述性语言
sheng-chan-xian-fang-fa 生产线方法
sheng-cheng-shi 生成式
sheng-cheng-shu 生成树
sheng-cheng-shu-wen-ti 生成树问题
sheng-cheng-yu-yan-xue 生成语言学
sheng-cun-zhou-qi 生存周期
sheng-cun-zhou-qi-mo-xing 生存周期模型
sheng-ka 声卡
sheng-pin-cun-chu-qi 声频存储器
sheng-ri-gong-ji 生日攻击
sheng-tu-hui-yi 声图会议
sheng-wu-ce-ding 生物测定
sheng-wu-ji-suan-ji 生物计算机
sheng-xue-mo-xing 声学模型
sheng-yin-he-cheng 声音合成
sheng-yin-jian-suo-xing-ye-wu 声音检索型业务
sheng-yin-shi-bie 声音识别
sheng-yin-shu-chu-she-bei 声音输出设备
sheng-yin-shu-ru-she-bei 声音输入设备
shi-bian-bu-er-han-shu 时变布尔函数
shi-bian-can-shu 时变参数
shi-bie-xing 识别型
shi-bo-qi 示波器
shi-can 实参
shi-can-kao-dian 视参考点
shi-cao 时槽
shi-cao-jian-ge 时槽间隔
shi-cha-ti-du 视差梯度
shi-chuang-cao-zuo-xi-tong 视窗操作系统
shi-cou-sou-suo 试凑搜索
shi-cun-zhuang-tai 实存状态
shi-da-yin 式打印
shi-dang-zi-dong-hua 适当自动化
shi-di-zhi 实地址
shi-dian 视点
shi-fa-zhe 始发者
shi-fang 释放
shi-fang-bao-hu 释放保护
shi-fang-yi-zhi-xing-mo-xing 释放一致性模型
shi-fen-fu-yong 时分复用
shi-fen-qu 实分区
shi-gu-bian-qian 事故变迁
shi-ji-cun-chu-ye-biao 实际存储页表
shi-ji-ye-shu 实际页数
shi-jian-bao-gao 事件报告
shi-jian-bian-qian 时间变迁
shi-jian-biao 事件表
shi-jian-chang-shu 时间常数
shi-jian-chong-die 时间重叠
shi-jian-chu-li 事件处理
shi-jian-chuo 时间戳
shi-jian-ding-yi-yu-yan 事件定义语言
shi-jian-dong-zuo-yan-jiu 时间动作研究
shi-jian-du-li-xing 事件独立性
shi-jian-dui-lie 事件队列
shi-jian-fang-shi 事件方式
shi-jian-fen-pian 时间分片
shi-jian-fu-za-du 时间复杂度
shi-jian-fu-za-xing 时间复杂性
shi-jian-guo-lv-qi 事件过滤器
shi-jian-jian-ce-cheng-xu 事件检测程序
shi-jian-jian-ce-qi 事件检测器
shi-jian-ju-bu-xing 时间局部性
shi-jian-kong-zhi-kuai 事件控制块
shi-jian-liang-zi 时间量子
shi-jian-miao-shu 事件描述
shi-jian-pei-te-li-wang 时间佩特里网
shi-jian-pian 时间片
shi-jian-pian-lun-zhuan 时间片轮转
shi-jian-pu-xi 时间谱系
shi-jian-qu-dong 事件驱动
shi-jian-qu-dong-cheng-xu 事件驱动程序
shi-jian-qu-dong-ren-wu-diao-du 事件驱动任务调度
shi-jian-qu-dong-yu-yan 事件驱动语言
shi-jian-qu-dong-zhi-xing-cheng-xu 事件驱动执行程序
shi-jian-tong-bu-wen-ti 时间同步问题
shi-jian-xi-tong 事件系统
shi-jian-xu-lie-mo-xing 时间序列模型
shi-jian-xue-xi 实践学习
shi-jian-yan-chi 时间延迟
shi-jian-yi-lai-xing 事件依赖性
shi-jian-you-jie-tu-ling-ji 时间有界图灵机
shi-jian-yuan 事件源
shi-jian-yue-shu 时间约束
shi-jiao-xue-xi 示教学习
shi-jie-zhi-chuang-liu-lan-qi 世界之窗浏览器
shi-jie-zhi-shi 世界知识
shi-jie-zuo-biao 世界坐标
shi-jie-zuo-biao-xi 世界坐标系
shi-jin-zhi 十进制
shi-jin-zhi-shu-zi 十进制数字
shi-jue 视觉
shi-jue-mo-xing 视觉模型
shi-kong-quan-heng 时空权衡
shi-kong-tu 时空图
shi-kou 视口
shi-kuang 视框
shi-li-xue-xi 实例学习
shi-li-yu 实例域
shi-lie-shi 矢列式
shi-liu-jin-zhi 十六进制
shi-liu-jin-zhi-shu-zi 十六进制数字
shi-ming 实名
shi-neng 使能
shi-pei 失配
shi-pei-ceng 适配层
shi-pei-ceng-kong-zhi-qi 适配层控制器
shi-pei-qi 适配器
shi-pin-cun-chu-qi 视频存储器
shi-pin-dian-bo 视频点播
shi-pin-fen-ge-zhuan-jia 视频分割专家
shi-pin-huan-chong-qu 视频缓冲区
shi-pin-hui-yi 视频会议
shi-pin-ka 视频卡
shi-pin-mo-shi 视频模式
shi-pin-sui-ji-cun-chu-qi 视频随机存储器
shi-pin-tu-xing-zhen-lie 视频图形阵列
shi-pin-xiao-xi 视频消息
shi-ping-mian 视平面
shi-qu 视区
shi-qu-she-bei 拾取设备
shi-shi 实时
shi-shi-bian-qian 实施变迁
shi-shi-biao-zhun 事实标准
shi-shi-bing-fa-cao-zuo 实时并发操作
shi-shi-cao-zuo-xi-tong 实时操作系统
shi-shi-chu-li 实时处理
shi-shi-duo-mei-ti 实时多媒体
shi-shi-gui-ze 实施规则
shi-shi-ji-suan-ji 实时计算机
shi-shi-jian-kong-cheng-xu 实时监控程序
shi-shi-kong-zhi 实时控制
shi-shi-ku 事实库
shi-shi-pi-chu-li 实时批处理
shi-shi-pi-chu-li-jian-kong-cheng-xu 实时批处理监控程序
shi-shi-shi-pin 实时视频
shi-shi-shi-zhong-fen-shi 实时时钟分时
shi-shi-shu-chu 实时输出
shi-shi-shu-ju-ku 实时数据库
shi-shi-shu-ru 实时输入
shi-shi-xi-tong 实时系统
shi-shi-xi-tong-zhi-xing-cheng-xu 实时系统执行程序
shi-shi-xiang-liang 实施向量
shi-shi-yue-shu 实时约束
shi-shi-zhi-xing-cheng-xu 实时执行程序
shi-shi-zhi-xing-li-cheng 实时执行例程
shi-shi-zhi-xing-xi-tong 实时执行系统
shi-shi-zhu-ti 实时主体
shi-tai-cha-xun-yu-yan 时态查询语言
shi-tai-guan-xi-dai-shu 时态关系代数
shi-tai-shu-ju-ku 时态数据库
shi-tan-fa 试探法
shi-ti 实体
shi-ti 视体
shi-ti-jian-bie 实体鉴别
shi-ti-lian-xi-tu 实体联系图
shi-ti-mo-xing 实体模型
shi-ti-wan-zheng-xing 实体完整性
shi-ti-zao-xing 实体造型
shi-ting-xin-xi 视听信息
shi-tu 视图
shi-wu-chu-li-tun-tu-liang 事务处理吞吐量
shi-wu-chu-li-xi-tong 事务处理系统
shi-wu-diao-du 事务调度
shi-wu-fen-xi 事务分析
shi-wu-gu-zhang 事务故障
shi-wu-qu-dong-xi-tong 事务驱动系统
shi-wu-shi-jian 事务时间
shi-wu-xiao-xi-chuan-di 事务消息传递
shi-xi 时隙
shi-xi-jian-ge 时隙间隔
shi-xian 实线
shi-xian 视线
shi-xian-jie-duan 实现阶段
shi-xian-xu-qiu 实现需求
shi-xiang 视像
shi-xiang 视向
shi-xiao 失效
shi-xiao-bi 失效比
shi-xiao-ce-shi 失效测试
shi-xiao-fen-bu 失效分布
shi-xiao-hui-fu 失效恢复
shi-xiao-jian-ce 失效检测
shi-xiao-jie-dian 失效节点
shi-xiao-lei-bie 失效类别
shi-xiao-lv 失效率
shi-xiao-shu 失效数
shi-xiao-shu-ju 失效数据
shi-xiao-yu-ce 失效预测
shi-xu 失序
shi-xu-zong-he 时序综合
shi-xun-zhi-gao-su-huan-cun 实寻址高速缓存
shi-yan 时延
shi-yan-dian-lu-ban 实验电路板
shi-yan-fen-pei 时延分配
shi-yan-pian-cha-da-xiao 时延偏差大小
shi-yan-xue-xi 实验学习
shi-ying-ceng 适应层
shi-ying-xing-wei-hu 适应性维护
shi-ying-xue-xi 适应学习
shi-ying-zi-bo 适应子波
shi-yong-can-shu-kong-zhi 使用参数控制
shi-yong-cheng-xu 实用程序
shi-yong-cheng-xu-bao 实用程序包
shi-yong-gong-neng 实用功能
shi-yong-ruan-jian 实用软件
shi-yu 时域
shi-yu-fan-she-yi 时域反射仪
shi-zhen 失真
shi-zhi-xin-xi-ji-shu 是指信息技术
shi-zhong 时钟
shi-zhong-bu-jin 时钟步进
shi-zhong-fen-pei-qu-dong-qi 时钟分配驱动器
shi-zhong-ji-cun-qi 时钟寄存器
shi-zhong-mai-chong 时钟脉冲
shi-zhong-mai-chong-fa-sheng-qi 时钟脉冲发生器
shi-zhong-pian-cha 时钟偏差
shi-zhong-qu-dong-qi 时钟驱动器
shi-zhong-zhou-qi 时钟周期
shi-zhui 视锥
shou-bao-hu-zi-yuan 受保护资源
shou-bu 首部
shou-chi-ji-suan-ji 手持计算机
shou-chi-you-biao-qi 手持游标器
shou-dong-shu-ru 手动输入
shou-dong-shu-ru-jian 手动输入键
shou-duan-mu-di-fen-xi 手段目的分析
shou-fa 收发
shou-fa-qi 收发器
shou-fei-ruan-jian 收费软件
shou-heng-xing 守恒性
shou-hu-cheng-xu 守护程序
shou-ji-shi-pin-xia-zai-wang 手机视频下载王
shou-ji-xiao-er 手机小二
shou-kong-an-quan 受控安全
shou-kong-an-quan-mo-shi 受控安全模式
shou-kong-biao-zhi-tu 受控标识图
shou-kong-cun-qu 受控存取
shou-kong-dui-xiang 受控对象
shou-kong-fang-wen 受控访问
shou-kong-fang-wen-qu 受控访问区
shou-kong-fang-wen-xi-tong 受控访问系统
shou-kong-kong-jian 受控空间
shou-kong-pei-te-li-wang 受控佩特里网
shou-kong-shi-jian 受控事件
shou-kong-xi-tong 受控系统
shou-kong-zhuang-zhi 受控装置
shou-quan 授权
shou-quan-biao 授权表
shou-shi-shi-bie 手势识别
shou-shi-xiao-xi 手势消息
shou-wei 守卫
shou-xi-zhi-xing-guan 首席执行官
shou-xian-fang-wen 受限访问
shou-xian-jin-qu 受限禁区
shou-xian-yu-yan 受限语言
shou-xie-han-zi-shu-ru 手写汉字输入
shou-xie-ti 手写体
shou-xie-ti-han-zi-shi-bie 手写体汉字识别
shou-yan-xi-tong 手眼系统
shu-biao 鼠标
shu-chu 输出
shu-chu-dai 输出带
shu-chu-duan-yan 输出断言
shu-chu-fen-zu-fan-kui 输出分组反馈
shu-chu-jin-cheng 输出进程
shu-chu-liu 输出流
shu-chu-mai-chong 输出脉冲
shu-chu-mo-shi 输出模式
shu-chu-she-bei 输出设备
shu-chu-te-xing 输出特性
shu-chu-ti-jiao 输出提交
shu-chu-xia-la-dian-zu 输出下拉电阻
shu-chu-yi-lai 输出依赖
shu-chu-you-xian-ji 输出优先级
shu-chu-zi-mu-biao 输出字母表
shu-chu-zu-kang 输出阻抗
shu-jie-gou-bian-huan-yu-fa 树结构变换语法
shu-ju 数据
shu-ju-an-quan 数据安全
shu-ju-bao 数据报
shu-ju-bao-hu 数据保护
shu-ju-biao-shi 数据表示
shu-ju-bing-xing-xing 数据并行性
shu-ju-cai-ji 数据采集
shu-ju-cai-ji-xi-tong 数据采集系统
shu-ju-cai-jue 数据采掘
shu-ju-cang-ku 数据仓库
shu-ju-cao-zong-wang 数据操纵网
shu-ju-cao-zong-yu-yan 数据操纵语言
shu-ju-ce-shi 数据测试
shu-ju-cha-cuo 数据差错
shu-ju-chong-jian 数据重建
shu-ju-chong-tu 数据冲突
shu-ju-chong-zu 数据重组
shu-ju-chou-xiang 数据抽象
shu-ju-chu-li 数据处理
shu-ju-chu-li-xi-tong 数据处理系统
shu-ju-chu-shi-jia-gong 数据初始加工
shu-ju-chuan-shu 数据传输
shu-ju-chuan-shu-zhi-ling 数据传输指令
shu-ju-cun-qu-lu-jing 数据存取路径
shu-ju-dian-lu-tou-ming-xing 数据电路透明性
shu-ju-dian-lu-zhong-jie-she-bei 数据电路终接设备
shu-ju-du-li-xing 数据独立性
shu-ju-duo-yang-xing 数据多样性
shu-ju-fang-wen-lu-jing 数据访问路径
shu-ju-fen-bu 数据分布
shu-ju-fen-xi 数据分析
shu-ju-fen-xi-xi-tong 数据分析系统
shu-ju-feng-zhuang 数据封装
shu-ju-fu-lan 数据腐烂
shu-ju-fu-zhuang 数据服装
shu-ju-gao-su-huan-cun 数据高速缓存
shu-ju-gao-su-tong-dao 数据高速通道
shu-ju-ge-shi 数据格式
shu-ju-ge-shi-zhuan-huan 数据格式转换
shu-ju-gong-xiang 数据共享
shu-ju-guan-li 数据管理
shu-ju-guan-li-cheng-xu 数据管理程序
shu-ju-he-xin-xi 数据和信息
shu-ju-hua-fen 数据划分
shu-ju-huan-jing 数据环境
shu-ju-hui 数据汇
shu-ju-hui-fu 数据恢复
shu-ju-huo-qu 数据获取
shu-ju-ji-cun-qi 数据寄存器
shu-ju-ji-shi 数据集市
shu-ju-ji-zhong-qi 数据集中器
shu-ju-jia-mi-biao-zhun 数据加密标准
shu-ju-jia-mi-mi-yue 数据加密密钥
shu-ju-jia-mi-suan-fa 数据加密算法
shu-ju-jiao-huan-ji 数据交换机
shu-ju-jie-gou 数据结构
shu-ju-ju-bu-xing 数据局部性
shu-ju-kong-jian 数据空间
shu-ju-kong-zhi-yu-yan 数据控制语言
shu-ju-ku 数据库
shu-ju-ku-an-quan 数据库安全
shu-ju-ku-bao-mi 数据库保密
shu-ju-ku-chong-gou 数据库重构
shu-ju-ku-chong-zu 数据库重组
shu-ju-ku-guan-li-xi-tong 数据库管理系统
shu-ju-ku-guan-li-yuan 数据库管理员
shu-ju-ku-huan-jing 数据库环境
shu-ju-ku-ji 数据库机
shu-ju-ku-ji-cheng 数据库集成
shu-ju-ku-lian-jie 数据库连接
shu-ju-ku-mo-xing 数据库模型
shu-ju-ku-wan-zheng-xing 数据库完整性
shu-ju-ku-xi-tong 数据库系统
shu-ju-ku-zhi-shi-fa-xian 数据库知识发现
shu-ju-lei-xing 数据类型
shu-ju-lian-lu 数据链路
shu-ju-lian-lu-ceng 数据链路层
shu-ju-liu 数据流
shu-ju-liu-fen-xi 数据流分析
shu-ju-liu-ji-suan-ji 数据流计算机
shu-ju-liu-tu 数据流图
shu-ju-liu-yu-yan 数据流语言
shu-ju-lu-ru 数据录入
shu-ju-mei-ti 数据媒体
shu-ju-miao-shu-yu-yan 数据描述语言
shu-ju-mo-xing 数据模型
shu-ju-mu-lu 数据目录
shu-ju-pian-xie 数据偏斜
shu-ju-qi-zha 数据欺诈
shu-ju-qing-xi 数据清洗
shu-ju-qu-dong 数据驱动
shu-ju-qu-dong-xing-fen-xi 数据驱动型分析
shu-ju-quan-biao 数据权标
shu-ju-que-ren 数据确认
shu-ju-rong-yu 数据冗余
shu-ju-shou-tao 数据手套
shu-ju-shu-xing 数据属性
shu-ju-shu-zi-yin-pin-ci-dai 数据数字音频磁带
shu-ju-su 数据宿
shu-ju-tong-dao 数据通道
shu-ju-tong-lu 数据通路
shu-ju-tong-xin 数据通信
shu-ju-tong-xin-zhong 数据通信中
shu-ju-wa-jue 数据挖掘
shu-ju-wan-zheng-xing 数据完整性
shu-ju-wan-zheng-xing-bao-hu 数据完整性保护
shu-ju-wang 数据网
shu-ju-wang-biao-shi-ma 数据网标识码
shu-ju-xiang 数据项
shu-ju-xiang-guan-chong-tu 数据相关冲突
shu-ju-xin-hao 数据信号
shu-ju-yi-lai 数据依赖
shu-ju-yi-zhi-xing 数据一致性
shu-ju-yin-si 数据隐私
shu-ju-you-xiao-xing 数据有效性
shu-ju-yuan 数据源
shu-ju-zhan 数据站
shu-ju-zhen 数据帧
shu-ju-zhong-duan-she-bei 数据终端设备
shu-ju-zi-dian 数据字典
shu-ju-zong-xian 数据总线
shu-ju-zu-zhi 数据组织
shu-kong-xi-tong 数控系统
shu-li-yu-yan-xue 数理语言学
shu-lian-jie-jie-gou 树连接结构
shu-lian-jie-yu-fa 树连接语法
shu-mian-yu 书面语
shu-mian-zi-ran-yu-yan-chu-li 书面自然语言处理
shu-ming-yong-hu 署名用户
shu-mo-zhuan-huan 数模转换
shu-mo-zhuan-huan-qi 数模转换器
shu-pai 竖排
shu-qian 书签
shu-ru 输入
shu-ru-cuo-wu-lv 输入错误率
shu-ru-dai 输入带
shu-ru-duan-yan 输入断言
shu-ru-fang-shi-zhuan-huan-jian 输入方式转换键
shu-ru-fu-hao 输入符号
shu-ru-gui-mo 输入规模
shu-ru-jin-cheng 输入进程
shu-ru-liu 输入流
shu-ru-mai-chong 输入脉冲
shu-ru-mo-shi 输入模式
shu-ru-she-bei 输入设备
shu-ru-shu-chu 输入输出
shu-ru-shu-chu-chu-li-qi 输入输出处理器
shu-ru-shu-chu-dui-lie 输入输出队列
shu-ru-shu-chu-guan-li 输入输出管理
shu-ru-shu-chu-jie-kou 输入输出接口
shu-ru-shu-chu-she-bei 输入输出设备
shu-ru-shu-chu-she-bei-zhi-pai 输入输出设备指派
shu-ru-shu-chu-shi-pei-qi 输入输出适配器
shu-ru-su-lv 输入速率
shu-ru-te-xing 输入特性
shu-ru-wen-ben-lei-xing 输入文本类型
shu-ru-yi-lai 输入依赖
shu-ru-you-xian-ji 输入优先级
shu-ru-zheng-que-lv 输入正确率
shu-ru-zi-mu-biao 输入字母表
shu-ru-zu-kang 输入阻抗
shu-wang 树网
shu-xiang 竖向
shu-xie-fang-xiang 书写方向
shu-xing 属性
shu-xing-bi-bao 属性闭包
shu-xing-yu-fa 属性语法
shu-xue-fa-xian 数学发现
shu-xue-gong-shi 数学公式
shu-xue-gui-na 数学归纳
shu-xue-xing-tai-xue 数学形态学
shu-ya-suo-ji-shu 树压缩技术
shu-yu 术语
shu-yu-chou-qu 术语抽取
shu-yu-fa 树语法
shu-yu-kong-jian 术语空间
shu-zhi 数制
shu-zhi-ji-fen 数值积分
shu-zhi-jing-du 数值精度
shu-zhi-kong 输纸孔
shu-zhi-qi 输纸器
shu-zhi-shu-ju 数值数据
shu-zhuang-wang 树状网
shu-zi 数字
shu-zi-bian-ma 数字编码
shu-zi-chuan-shu-tong-lu 数字传输通路
shu-zi-ci-ji-lu 数字磁记录
shu-zi-di-qiu 数字地球
shu-zi-dian-lu 数字电路
shu-zi-duan 数字段
shu-zi-dui-xiang 数字对象
shu-zi-fang-xing-kong-zhi 数字仿形控制
shu-zi-guang-qu 数字光驱
shu-zi-hua 数字化
shu-zi-hua-yi 数字化仪
shu-zi-ji-suan-ji 数字计算机
shu-zi-kong-zhi-ji-shu 数字控制技术
shu-zi-mo-ni 数字模拟
shu-zi-mo-ni-ji-suan-ji 数字模拟计算机
shu-zi-pei-xian-jia 数字配线架
shu-zi-qian-ming 数字签名
shu-zi-qian-ming-biao-zhun 数字签名标准
shu-zi-shi 数字式
shu-zi-shi-pin-te-ji-ji 数字视频特技机
shu-zi-shu-chu 数字输出
shu-zi-shu-ju-wang 数字数据网
shu-zi-shu-ru 数字输入
shu-zi-shui-yin 数字水印
shu-zi-tu-shu-guan 数字图书馆
shu-zi-tu-xiang 数字图像
shu-zi-tu-xiang-chu-li 数字图像处理
shu-zi-xin-feng 数字信封
shu-zi-xin-hao-chu-li-qi 数字信号处理器
shu-zi-ying-die 数字影碟
shu-zi-zhao-xiang-ji 数字照相机
shu-zi-zheng-fu 数字政府
shu-zi-zi-fu 数字字符
shu-zi-zi-fu-ji 数字字符集
shu-zu 数组
shu-zu-chu-li-qi 数组处理器
shua-xin 刷新
shua-xin-ce-shi 刷新测试
shua-xin-dian-lu 刷新电路
shua-xin-zhou-qi 刷新周期
shuai-bian-shi-xiao 衰变失效
shuai-jian 衰减
shuai-jian-shi-jian 衰减时间
shuai-lao-shi-xiao 衰老失效
shuang-bian-bi-he-yong-hu-qun 双边闭合用户群
shuang-bian-wang-luo 双边网络
shuang-chong-kou-ling 双重口令
shuang-chong-shu-ju-jia-mi-biao-zhun 双重数据加密标准
shuang-chu-li-qi 双处理器
shuang-dai-tu-ling-ji 双带图灵机
shuang-dai-you-qiong-zi-dong-ji 双带有穷自动机
shuang-fen-bian-ma 双份编码
shuang-fen-zhi 双分支
shuang-gong-chuan-shu 双工传输
shuang-he 双核
shuang-ji 双击
shuang-ji-cun-chu-qi 双极存储器
shuang-ji-xie-tong 双机协同
shuang-jiao-xian 双绞线
shuang-jing-du 双精度
shuang-lan-kuan-dai-ju-yu-wang 双缆宽带局域网
shuang-lian-tong-du 双连通度
shuang-lian-tong-fen-zhi 双连通分支
shuang-lian-tong-xing 双连通性
shuang-lie-zhi-cha-feng-zhuang 双列直插封装
shuang-lie-zhi-cha-shi-nei-cun-zu-jian 双列直插式内存组件
shuang-lu-ma 双路码
shuang-mian-yin-zhi-ban 双面印制板
shuang-mo-rong-yu 双模冗余
shuang-mu-cheng-xiang 双目成像
shuang-pin 双拼
shuang-san-ci-qu-mian 双三次曲面
shuang-san-ci-qu-mian-pian 双三次曲面片
shuang-se-qiu-ba-zhu 双色球霸主
shuang-shu-ju-su-lv 双数据速率
shuang-wei-bian-ma 双位编码
shuang-wen-chu-fa-dian-lu 双稳触发电路
shuang-xian-xing-nei-cha 双线性内插
shuang-xian-xing-qu-mian 双线性曲面
shuang-xian-xing-xi-tong 双线性系统
shuang-xiang-chuan-shu 双向传输
shuang-xiang-da-yin 双向打印
shuang-xiang-jiao-ti-tong-xin 双向交替通信
shuang-xiang-lian-biao 双向链表
shuang-xiang-sou-suo 双向搜索
shuang-xiang-tong-shi-tong-xin 双向同时通信
shuang-xiang-tong-xin 双向通信
shuang-xiang-tui-li 双向推理
shuang-xiang-wu-qiong-dai 双向无穷带
shuang-xiang-xia-tui-zi-dong-ji 双向下推自动机
shuang-xiang-you-qiong-zi-dong-ji 双向有穷自动机
shuang-xiang-zong-xian 双向总线
shuang-xiao-san-yan 双校三验
shuang-yao-mi-ma-xi-tong 双钥密码系统
shuang-yu-dui-qi 双语对齐
shuang-yu-ji-qi-ke-du-ci-dian 双语机器可读词典
shuang-yuan-xiao-bo-bian-huan 双元小波变换
shuang-zhan-ji 双栈机
shuang-zhan-xi-tong 双栈系统
shuang-zheng-jiao-xiao-bo-bian-huan 双正交小波变换
shui-ping-chu-li 水平处理
shui-ping-fen-pian 水平分片
shun-chuan 顺串
shun-shi-bian-qian 瞬时变迁
shun-shi-cuo-wu 瞬时错误
shun-shi-gu-zhang 瞬时故障
shun-shi-mao-xian 瞬时冒险
shun-shi-miao-shu 瞬时描述
shun-tai-fen-xi 瞬态分析
shun-tai-wu-cha 瞬态误差
shun-xu-cao-zuo 顺序操作
shun-xu-cheng-xu-she-ji 顺序程序设计
shun-xu-chu-li 顺序处理
shun-xu-cun-qu 顺序存取
shun-xu-diao-du 顺序调度
shun-xu-diao-du-xi-tong 顺序调度系统
shun-xu-diao-yong 顺序调用
shun-xu-fa-sheng 顺序发生
shun-xu-hao 顺序号
shun-xu-jia-dian 顺序加电
shun-xu-jin-cheng 顺序进程
shun-xu-ju-bu-xing 顺序局部性
shun-xu-kong-zhi 顺序控制
shun-xu-pi-chu-li 顺序批处理
shun-xu-sou-suo 顺序搜索
shun-xu-suo-yin 顺序索引
shun-xu-tui-li-ji 顺序推理机
shun-xu-wen-jian 顺序文件
shun-xu-yi-zhi-xing-mo-xing 顺序一致性模型
shun-xu-zhan-zuo-ye-kong-zhi 顺序栈作业控制
shuo-hua-ren-que-ren 说话人确认
shuo-hua-ren-shi-bie 说话人识别
shuo-ming 说明
shuo-ming-xing-yu-yan 说明性语言
shuo-ming-yu-yi-xue 说明语义学
si-bian-qian 死变迁
si-biao-zhi 死标识
si-cha-shu 四叉树
si-fu 伺服
si-fu-dao-lu-xie-qi 伺服道录写器
si-fu-dian-ji 伺服电机
si-ke-lun-ding-li 斯科伦定理
si-mian-bian-ping-feng-zhuang 四面扁平封装
si-ran-bi 似然比
si-ran-fang-cheng 似然方程
si-suo 死锁
si-suo-bi-mian 死锁避免
si-suo-hui-fu 死锁恢复
si-suo-jian-ce 死锁检测
si-suo-xiao-chu 死锁消除
si-suo-yu-fang 死锁预防
si-wei-ke-xue 思维科学
si-xiang-sheng-cheng-xi-tong 思想生成系统
si-yao 私钥
si-yong 私用
si-you-gao-su-huan-cun 私有高速缓存
si-yuan-zu 四元组
si-zhen-tui-li 似真推理
si-zhen-xing-pai-xu 似真性排序
song-chi-fa 松弛法
song-chi-suan-fa 松弛算法
song-san-shi-jian-yue-shu 松散时间约束
song-san-yi-zhi-xing 松散一致性
song-ti 宋体
sou-gou 搜狗
sou-gou-pin-yin 搜狗拼音
sou-gou-pin-yin-shu-ru-fa 搜狗拼音输入法
sou-gou-shou-ji-shu-ru-fa 搜狗手机输入法
sou-gou-wu-bi 搜狗五笔
sou-gou-yin-yue-he 搜狗音乐盒
sou-suo 搜索
sou-suo-biao 搜索表
